2026-01-15 23:04:33,107 - INFO - model.model.layers.1.self_attention.layernorm_qkv_activation_underflows% 				 iteration=000000 				 value=12.9309
2026-01-15 23:04:36,476 - INFO - model.model.layers.2.self_attention.layernorm_qkv_weight_underflows% 				 iteration=000160 				 value=0.0007
2026-01-15 23:04:36,476 - INFO - model.model.layers.2.self_attention.layernorm_qkv_weight_scale_inv_min 				 iteration=000160 				 value=0.0004
2026-01-15 23:04:36,476 - INFO - model.model.layers.2.self_attention.layernorm_qkv_weight_scale_inv_max 				 iteration=000160 				 value=0.0004
2026-01-15 23:04:36,476 - INFO - model.model.layers.2.self_attention.layernorm_qkv_weight_mse 				 iteration=000160 				 value=0.0000
2026-01-15 23:04:36,476 - INFO - model.model.layers.2.self_attention.layernorm_qkv_gradient_underflows% 				 iteration=000160 				 value=0.3690
2026-01-15 23:04:36,477 - INFO - model.model.layers.2.self_attention.layernorm_qkv_gradient_scale_inv_min 				 iteration=000160 				 value=0.0000
2026-01-15 23:04:36,477 - INFO - model.model.layers.2.self_attention.layernorm_qkv_gradient_scale_inv_max 				 iteration=000160 				 value=0.0000
2026-01-15 23:04:36,477 - INFO - model.model.layers.2.self_attention.layernorm_qkv_gradient_mse 				 iteration=000160 				 value=0.0000
2026-01-15 23:04:36,477 - INFO - model.model.layers.1.self_attention.layernorm_qkv_gradient_underflows% 				 iteration=000160 				 value=0.1906
2026-01-15 23:04:36,477 - INFO - model.model.layers.1.self_attention.layernorm_qkv_gradient_scale_inv_min 				 iteration=000160 				 value=0.0000
2026-01-15 23:04:36,477 - INFO - model.model.layers.1.self_attention.layernorm_qkv_gradient_scale_inv_max 				 iteration=000160 				 value=0.0000
2026-01-15 23:04:36,477 - INFO - model.model.layers.1.self_attention.layernorm_qkv_gradient_mse 				 iteration=000160 				 value=0.0000
2026-01-15 23:04:36,694 - INFO - model.model.layers.1.self_attention.layernorm_qkv_activation_underflows% 				 iteration=000170 				 value=0.0081
2026-01-15 23:04:36,694 - INFO - model.model.layers.1.self_attention.layernorm_qkv_activation_scale_inv_min 				 iteration=000170 				 value=0.0010
2026-01-15 23:04:36,694 - INFO - model.model.layers.1.self_attention.layernorm_qkv_activation_scale_inv_max 				 iteration=000170 				 value=0.0010
2026-01-15 23:04:36,694 - INFO - model.model.layers.1.self_attention.layernorm_qkv_activation_mse 				 iteration=000170 				 value=0.0000
2026-01-15 23:04:36,694 - INFO - model.model.layers.1.self_attention.layernorm_qkv_weight_underflows% 				 iteration=000170 				 value=0.0007
2026-01-15 23:04:36,694 - INFO - model.model.layers.1.self_attention.layernorm_qkv_weight_scale_inv_min 				 iteration=000170 				 value=0.0003
2026-01-15 23:04:36,694 - INFO - model.model.layers.1.self_attention.layernorm_qkv_weight_scale_inv_max 				 iteration=000170 				 value=0.0003
2026-01-15 23:04:36,695 - INFO - model.model.layers.1.self_attention.layernorm_qkv_weight_mse 				 iteration=000170 				 value=0.0000
2026-01-15 23:04:36,695 - INFO - model.model.layers.2.self_attention.layernorm_qkv_activation_underflows% 				 iteration=000170 				 value=0.0000
2026-01-15 23:04:36,695 - INFO - model.model.layers.2.self_attention.layernorm_qkv_activation_scale_inv_min 				 iteration=000170 				 value=0.0010
2026-01-15 23:04:36,695 - INFO - model.model.layers.2.self_attention.layernorm_qkv_activation_scale_inv_max 				 iteration=000170 				 value=0.0010
2026-01-15 23:04:36,695 - INFO - model.model.layers.2.self_attention.layernorm_qkv_activation_mse 				 iteration=000170 				 value=0.0000
2026-01-15 23:04:36,695 - INFO - model.model.layers.2.self_attention.layernorm_qkv_weight_underflows% 				 iteration=000170 				 value=0.0014
2026-01-15 23:04:36,695 - INFO - model.model.layers.2.self_attention.layernorm_qkv_weight_scale_inv_min 				 iteration=000170 				 value=0.0004
2026-01-15 23:04:36,695 - INFO - model.model.layers.2.self_attention.layernorm_qkv_weight_scale_inv_max 				 iteration=000170 				 value=0.0004
2026-01-15 23:04:36,695 - INFO - model.model.layers.2.self_attention.layernorm_qkv_weight_mse 				 iteration=000170 				 value=0.0000
2026-01-15 23:04:36,695 - INFO - model.model.layers.2.self_attention.layernorm_qkv_gradient_underflows% 				 iteration=000170 				 value=0.3605
2026-01-15 23:04:36,695 - INFO - model.model.layers.2.self_attention.layernorm_qkv_gradient_scale_inv_min 				 iteration=000170 				 value=0.0000
2026-01-15 23:04:36,695 - INFO - model.model.layers.2.self_attention.layernorm_qkv_gradient_scale_inv_max 				 iteration=000170 				 value=0.0000
2026-01-15 23:04:36,695 - INFO - model.model.layers.2.self_attention.layernorm_qkv_gradient_mse 				 iteration=000170 				 value=0.0000
2026-01-15 23:04:36,696 - INFO - model.model.layers.1.self_attention.layernorm_qkv_gradient_underflows% 				 iteration=000170 				 value=0.1823
2026-01-15 23:04:36,696 - INFO - model.model.layers.1.self_attention.layernorm_qkv_gradient_scale_inv_min 				 iteration=000170 				 value=0.0000
2026-01-15 23:04:36,696 - INFO - model.model.layers.1.self_attention.layernorm_qkv_gradient_scale_inv_max 				 iteration=000170 				 value=0.0000
2026-01-15 23:04:36,696 - INFO - model.model.layers.1.self_attention.layernorm_qkv_gradient_mse 				 iteration=000170 				 value=0.0000
2026-01-15 23:04:36,906 - INFO - model.model.layers.1.self_attention.layernorm_qkv_activation_underflows% 				 iteration=000180 				 value=0.0153
2026-01-15 23:04:36,906 - INFO - model.model.layers.1.self_attention.layernorm_qkv_activation_scale_inv_min 				 iteration=000180 				 value=0.0010
2026-01-15 23:04:36,906 - INFO - model.model.layers.1.self_attention.layernorm_qkv_activation_scale_inv_max 				 iteration=000180 				 value=0.0010
2026-01-15 23:04:36,906 - INFO - model.model.layers.1.self_attention.layernorm_qkv_activation_mse 				 iteration=000180 				 value=0.0000
2026-01-15 23:04:36,906 - INFO - model.model.layers.1.self_attention.layernorm_qkv_weight_underflows% 				 iteration=000180 				 value=0.0016
2026-01-15 23:04:36,906 - INFO - model.model.layers.1.self_attention.layernorm_qkv_weight_scale_inv_min 				 iteration=000180 				 value=0.0003
2026-01-15 23:04:36,906 - INFO - model.model.layers.1.self_attention.layernorm_qkv_weight_scale_inv_max 				 iteration=000180 				 value=0.0003
2026-01-15 23:04:36,906 - INFO - model.model.layers.1.self_attention.layernorm_qkv_weight_mse 				 iteration=000180 				 value=0.0000
2026-01-15 23:04:36,906 - INFO - model.model.layers.2.self_attention.layernorm_qkv_activation_underflows% 				 iteration=000180 				 value=0.0064
2026-01-15 23:04:36,907 - INFO - model.model.layers.2.self_attention.layernorm_qkv_activation_scale_inv_min 				 iteration=000180 				 value=0.0010
2026-01-15 23:04:36,907 - INFO - model.model.layers.2.self_attention.layernorm_qkv_activation_scale_inv_max 				 iteration=000180 				 value=0.0010
2026-01-15 23:04:36,907 - INFO - model.model.layers.2.self_attention.layernorm_qkv_activation_mse 				 iteration=000180 				 value=0.0000
2026-01-15 23:04:36,907 - INFO - model.model.layers.2.self_attention.layernorm_qkv_weight_underflows% 				 iteration=000180 				 value=0.0016
2026-01-15 23:04:36,907 - INFO - model.model.layers.2.self_attention.layernorm_qkv_weight_scale_inv_min 				 iteration=000180 				 value=0.0005
2026-01-15 23:04:36,907 - INFO - model.model.layers.2.self_attention.layernorm_qkv_weight_scale_inv_max 				 iteration=000180 				 value=0.0005
2026-01-15 23:04:36,907 - INFO - model.model.layers.2.self_attention.layernorm_qkv_weight_mse 				 iteration=000180 				 value=0.0000
2026-01-15 23:04:36,907 - INFO - model.model.layers.2.self_attention.layernorm_qkv_gradient_underflows% 				 iteration=000180 				 value=0.2577
2026-01-15 23:04:36,907 - INFO - model.model.layers.2.self_attention.layernorm_qkv_gradient_scale_inv_min 				 iteration=000180 				 value=0.0000
2026-01-15 23:04:36,907 - INFO - model.model.layers.2.self_attention.layernorm_qkv_gradient_scale_inv_max 				 iteration=000180 				 value=0.0000
2026-01-15 23:04:36,907 - INFO - model.model.layers.2.self_attention.layernorm_qkv_gradient_mse 				 iteration=000180 				 value=0.0000
2026-01-15 23:04:36,907 - INFO - model.model.layers.1.self_attention.layernorm_qkv_gradient_underflows% 				 iteration=000180 				 value=0.1923
2026-01-15 23:04:36,907 - INFO - model.model.layers.1.self_attention.layernorm_qkv_gradient_scale_inv_min 				 iteration=000180 				 value=0.0000
2026-01-15 23:04:36,907 - INFO - model.model.layers.1.self_attention.layernorm_qkv_gradient_scale_inv_max 				 iteration=000180 				 value=0.0000
2026-01-15 23:04:36,908 - INFO - model.model.layers.1.self_attention.layernorm_qkv_gradient_mse 				 iteration=000180 				 value=0.0000
2026-01-15 23:04:37,113 - INFO - model.model.layers.1.self_attention.layernorm_qkv_activation_underflows% 				 iteration=000190 				 value=0.2674
2026-01-15 23:04:37,113 - INFO - model.model.layers.1.self_attention.layernorm_qkv_activation_scale_inv_min 				 iteration=000190 				 value=0.0010
2026-01-15 23:04:37,113 - INFO - model.model.layers.1.self_attention.layernorm_qkv_activation_scale_inv_max 				 iteration=000190 				 value=0.0010
2026-01-15 23:04:37,113 - INFO - model.model.layers.1.self_attention.layernorm_qkv_activation_mse 				 iteration=000190 				 value=0.0000
2026-01-15 23:04:37,113 - INFO - model.model.layers.1.self_attention.layernorm_qkv_weight_underflows% 				 iteration=000190 				 value=0.0007
2026-01-15 23:04:37,113 - INFO - model.model.layers.1.self_attention.layernorm_qkv_weight_scale_inv_min 				 iteration=000190 				 value=0.0003
2026-01-15 23:04:37,113 - INFO - model.model.layers.1.self_attention.layernorm_qkv_weight_scale_inv_max 				 iteration=000190 				 value=0.0003
2026-01-15 23:04:37,113 - INFO - model.model.layers.1.self_attention.layernorm_qkv_weight_mse 				 iteration=000190 				 value=0.0000
2026-01-15 23:04:37,113 - INFO - model.model.layers.2.self_attention.layernorm_qkv_activation_underflows% 				 iteration=000190 				 value=0.0019
2026-01-15 23:04:37,113 - INFO - model.model.layers.2.self_attention.layernorm_qkv_activation_scale_inv_min 				 iteration=000190 				 value=0.0011
2026-01-15 23:04:37,113 - INFO - model.model.layers.2.self_attention.layernorm_qkv_activation_scale_inv_max 				 iteration=000190 				 value=0.0011
2026-01-15 23:04:37,113 - INFO - model.model.layers.2.self_attention.layernorm_qkv_activation_mse 				 iteration=000190 				 value=0.0000
2026-01-15 23:04:37,113 - INFO - model.model.layers.2.self_attention.layernorm_qkv_weight_underflows% 				 iteration=000190 				 value=0.0009
2026-01-15 23:04:37,114 - INFO - model.model.layers.2.self_attention.layernorm_qkv_weight_scale_inv_min 				 iteration=000190 				 value=0.0005
2026-01-15 23:04:37,114 - INFO - model.model.layers.2.self_attention.layernorm_qkv_weight_scale_inv_max 				 iteration=000190 				 value=0.0005
2026-01-15 23:04:37,114 - INFO - model.model.layers.2.self_attention.layernorm_qkv_weight_mse 				 iteration=000190 				 value=0.0000
2026-01-15 23:04:37,114 - INFO - model.model.layers.2.self_attention.layernorm_qkv_gradient_underflows% 				 iteration=000190 				 value=0.6470
2026-01-15 23:04:37,114 - INFO - model.model.layers.2.self_attention.layernorm_qkv_gradient_scale_inv_min 				 iteration=000190 				 value=0.0000
2026-01-15 23:04:37,114 - INFO - model.model.layers.2.self_attention.layernorm_qkv_gradient_scale_inv_max 				 iteration=000190 				 value=0.0000
2026-01-15 23:04:37,114 - INFO - model.model.layers.2.self_attention.layernorm_qkv_gradient_mse 				 iteration=000190 				 value=0.0000
2026-01-15 23:04:37,114 - INFO - model.model.layers.1.self_attention.layernorm_qkv_gradient_underflows% 				 iteration=000190 				 value=0.2975
2026-01-15 23:04:37,114 - INFO - model.model.layers.1.self_attention.layernorm_qkv_gradient_scale_inv_min 				 iteration=000190 				 value=0.0000
2026-01-15 23:04:37,114 - INFO - model.model.layers.1.self_attention.layernorm_qkv_gradient_scale_inv_max 				 iteration=000190 				 value=0.0000
2026-01-15 23:04:37,114 - INFO - model.model.layers.1.self_attention.layernorm_qkv_gradient_mse 				 iteration=000190 				 value=0.0000
2026-01-15 23:04:37,326 - INFO - model.model.layers.1.self_attention.layernorm_qkv_activation_underflows% 				 iteration=000200 				 value=0.0275
2026-01-15 23:04:37,326 - INFO - model.model.layers.1.self_attention.layernorm_qkv_activation_scale_inv_min 				 iteration=000200 				 value=0.0010
2026-01-15 23:04:37,326 - INFO - model.model.layers.1.self_attention.layernorm_qkv_activation_scale_inv_max 				 iteration=000200 				 value=0.0010
2026-01-15 23:04:37,326 - INFO - model.model.layers.1.self_attention.layernorm_qkv_activation_mse 				 iteration=000200 				 value=0.0000
2026-01-15 23:04:37,326 - INFO - model.model.layers.1.self_attention.layernorm_qkv_weight_underflows% 				 iteration=000200 				 value=0.0007
2026-01-15 23:04:37,326 - INFO - model.model.layers.1.self_attention.layernorm_qkv_weight_scale_inv_min 				 iteration=000200 				 value=0.0003
2026-01-15 23:04:37,326 - INFO - model.model.layers.1.self_attention.layernorm_qkv_weight_scale_inv_max 				 iteration=000200 				 value=0.0003
2026-01-15 23:04:37,326 - INFO - model.model.layers.1.self_attention.layernorm_qkv_weight_mse 				 iteration=000200 				 value=0.0000
2026-01-15 23:04:37,327 - INFO - model.model.layers.2.self_attention.layernorm_qkv_activation_underflows% 				 iteration=000200 				 value=0.0000
2026-01-15 23:04:37,327 - INFO - model.model.layers.2.self_attention.layernorm_qkv_activation_scale_inv_min 				 iteration=000200 				 value=0.0011
2026-01-15 23:04:37,327 - INFO - model.model.layers.2.self_attention.layernorm_qkv_activation_scale_inv_max 				 iteration=000200 				 value=0.0011
2026-01-15 23:04:37,327 - INFO - model.model.layers.2.self_attention.layernorm_qkv_activation_mse 				 iteration=000200 				 value=0.0000
2026-01-15 23:04:37,327 - INFO - model.model.layers.2.self_attention.layernorm_qkv_weight_underflows% 				 iteration=000200 				 value=0.0005
2026-01-15 23:04:37,327 - INFO - model.model.layers.2.self_attention.layernorm_qkv_weight_scale_inv_min 				 iteration=000200 				 value=0.0005
2026-01-15 23:04:37,327 - INFO - model.model.layers.2.self_attention.layernorm_qkv_weight_scale_inv_max 				 iteration=000200 				 value=0.0005
2026-01-15 23:04:37,327 - INFO - model.model.layers.2.self_attention.layernorm_qkv_weight_mse 				 iteration=000200 				 value=0.0000
2026-01-15 23:04:37,327 - INFO - model.model.layers.2.self_attention.layernorm_qkv_gradient_underflows% 				 iteration=000200 				 value=0.8630
2026-01-15 23:04:37,327 - INFO - model.model.layers.2.self_attention.layernorm_qkv_gradient_scale_inv_min 				 iteration=000200 				 value=0.0000
2026-01-15 23:04:37,327 - INFO - model.model.layers.2.self_attention.layernorm_qkv_gradient_scale_inv_max 				 iteration=000200 				 value=0.0000
2026-01-15 23:04:37,327 - INFO - model.model.layers.2.self_attention.layernorm_qkv_gradient_mse 				 iteration=000200 				 value=0.0000
2026-01-15 23:04:37,328 - INFO - model.model.layers.1.self_attention.layernorm_qkv_gradient_underflows% 				 iteration=000200 				 value=0.9483
2026-01-15 23:04:37,328 - INFO - model.model.layers.1.self_attention.layernorm_qkv_gradient_scale_inv_min 				 iteration=000200 				 value=0.0000
2026-01-15 23:04:37,328 - INFO - model.model.layers.1.self_attention.layernorm_qkv_gradient_scale_inv_max 				 iteration=000200 				 value=0.0000
2026-01-15 23:04:37,328 - INFO - model.model.layers.1.self_attention.layernorm_qkv_gradient_mse 				 iteration=000200 				 value=0.0000
2026-01-15 23:04:37,534 - INFO - model.model.layers.1.self_attention.layernorm_qkv_activation_underflows% 				 iteration=000210 				 value=0.0211
2026-01-15 23:04:37,534 - INFO - model.model.layers.1.self_attention.layernorm_qkv_activation_scale_inv_min 				 iteration=000210 				 value=0.0010
2026-01-15 23:04:37,534 - INFO - model.model.layers.1.self_attention.layernorm_qkv_activation_scale_inv_max 				 iteration=000210 				 value=0.0010
2026-01-15 23:04:37,534 - INFO - model.model.layers.1.self_attention.layernorm_qkv_activation_mse 				 iteration=000210 				 value=0.0000
2026-01-15 23:04:37,534 - INFO - model.model.layers.1.self_attention.layernorm_qkv_weight_underflows% 				 iteration=000210 				 value=0.0009
2026-01-15 23:04:37,534 - INFO - model.model.layers.1.self_attention.layernorm_qkv_weight_scale_inv_min 				 iteration=000210 				 value=0.0003
2026-01-15 23:04:37,534 - INFO - model.model.layers.1.self_attention.layernorm_qkv_weight_scale_inv_max 				 iteration=000210 				 value=0.0003
2026-01-15 23:04:37,534 - INFO - model.model.layers.1.self_attention.layernorm_qkv_weight_mse 				 iteration=000210 				 value=0.0000
2026-01-15 23:04:37,534 - INFO - model.model.layers.2.self_attention.layernorm_qkv_activation_underflows% 				 iteration=000210 				 value=0.1893
2026-01-15 23:04:37,534 - INFO - model.model.layers.2.self_attention.layernorm_qkv_activation_scale_inv_min 				 iteration=000210 				 value=0.0011
2026-01-15 23:04:37,534 - INFO - model.model.layers.2.self_attention.layernorm_qkv_activation_scale_inv_max 				 iteration=000210 				 value=0.0011
2026-01-15 23:04:37,534 - INFO - model.model.layers.2.self_attention.layernorm_qkv_activation_mse 				 iteration=000210 				 value=0.0000
2026-01-15 23:04:37,535 - INFO - model.model.layers.2.self_attention.layernorm_qkv_weight_underflows% 				 iteration=000210 				 value=0.0014
2026-01-15 23:04:37,535 - INFO - model.model.layers.2.self_attention.layernorm_qkv_weight_scale_inv_min 				 iteration=000210 				 value=0.0005
2026-01-15 23:04:37,535 - INFO - model.model.layers.2.self_attention.layernorm_qkv_weight_scale_inv_max 				 iteration=000210 				 value=0.0005
2026-01-15 23:04:37,535 - INFO - model.model.layers.2.self_attention.layernorm_qkv_weight_mse 				 iteration=000210 				 value=0.0000
2026-01-15 23:04:37,535 - INFO - model.model.layers.2.self_attention.layernorm_qkv_gradient_underflows% 				 iteration=000210 				 value=0.7276
2026-01-15 23:04:37,535 - INFO - model.model.layers.2.self_attention.layernorm_qkv_gradient_scale_inv_min 				 iteration=000210 				 value=0.0000
2026-01-15 23:04:37,535 - INFO - model.model.layers.2.self_attention.layernorm_qkv_gradient_scale_inv_max 				 iteration=000210 				 value=0.0000
2026-01-15 23:04:37,535 - INFO - model.model.layers.2.self_attention.layernorm_qkv_gradient_mse 				 iteration=000210 				 value=0.0000
2026-01-15 23:04:37,535 - INFO - model.model.layers.1.self_attention.layernorm_qkv_gradient_underflows% 				 iteration=000210 				 value=0.1867
2026-01-15 23:04:37,535 - INFO - model.model.layers.1.self_attention.layernorm_qkv_gradient_scale_inv_min 				 iteration=000210 				 value=0.0000
2026-01-15 23:04:37,535 - INFO - model.model.layers.1.self_attention.layernorm_qkv_gradient_scale_inv_max 				 iteration=000210 				 value=0.0000
2026-01-15 23:04:37,535 - INFO - model.model.layers.1.self_attention.layernorm_qkv_gradient_mse 				 iteration=000210 				 value=0.0000
2026-01-15 23:04:37,738 - INFO - model.model.layers.1.self_attention.layernorm_qkv_activation_underflows% 				 iteration=000220 				 value=0.1391
2026-01-15 23:04:37,738 - INFO - model.model.layers.1.self_attention.layernorm_qkv_activation_scale_inv_min 				 iteration=000220 				 value=0.0010
2026-01-15 23:04:37,738 - INFO - model.model.layers.1.self_attention.layernorm_qkv_activation_scale_inv_max 				 iteration=000220 				 value=0.0010
2026-01-15 23:04:37,738 - INFO - model.model.layers.1.self_attention.layernorm_qkv_activation_mse 				 iteration=000220 				 value=0.0000
2026-01-15 23:04:37,738 - INFO - model.model.layers.1.self_attention.layernorm_qkv_weight_underflows% 				 iteration=000220 				 value=0.0011
2026-01-15 23:04:37,738 - INFO - model.model.layers.1.self_attention.layernorm_qkv_weight_scale_inv_min 				 iteration=000220 				 value=0.0003
2026-01-15 23:04:37,738 - INFO - model.model.layers.1.self_attention.layernorm_qkv_weight_scale_inv_max 				 iteration=000220 				 value=0.0003
2026-01-15 23:04:37,738 - INFO - model.model.layers.1.self_attention.layernorm_qkv_weight_mse 				 iteration=000220 				 value=0.0000
2026-01-15 23:04:37,738 - INFO - model.model.layers.2.self_attention.layernorm_qkv_activation_underflows% 				 iteration=000220 				 value=0.0192
2026-01-15 23:04:37,738 - INFO - model.model.layers.2.self_attention.layernorm_qkv_activation_scale_inv_min 				 iteration=000220 				 value=0.0012
2026-01-15 23:04:37,738 - INFO - model.model.layers.2.self_attention.layernorm_qkv_activation_scale_inv_max 				 iteration=000220 				 value=0.0012
2026-01-15 23:04:37,738 - INFO - model.model.layers.2.self_attention.layernorm_qkv_activation_mse 				 iteration=000220 				 value=0.0000
2026-01-15 23:04:37,738 - INFO - model.model.layers.2.self_attention.layernorm_qkv_weight_underflows% 				 iteration=000220 				 value=0.0014
2026-01-15 23:04:37,739 - INFO - model.model.layers.2.self_attention.layernorm_qkv_weight_scale_inv_min 				 iteration=000220 				 value=0.0005
2026-01-15 23:04:37,739 - INFO - model.model.layers.2.self_attention.layernorm_qkv_weight_scale_inv_max 				 iteration=000220 				 value=0.0005
2026-01-15 23:04:37,739 - INFO - model.model.layers.2.self_attention.layernorm_qkv_weight_mse 				 iteration=000220 				 value=0.0000
2026-01-15 23:04:37,739 - INFO - model.model.layers.2.self_attention.layernorm_qkv_gradient_underflows% 				 iteration=000220 				 value=0.4853
2026-01-15 23:04:37,739 - INFO - model.model.layers.2.self_attention.layernorm_qkv_gradient_scale_inv_min 				 iteration=000220 				 value=0.0000
2026-01-15 23:04:37,739 - INFO - model.model.layers.2.self_attention.layernorm_qkv_gradient_scale_inv_max 				 iteration=000220 				 value=0.0000
2026-01-15 23:04:37,739 - INFO - model.model.layers.2.self_attention.layernorm_qkv_gradient_mse 				 iteration=000220 				 value=0.0000
2026-01-15 23:04:37,739 - INFO - model.model.layers.1.self_attention.layernorm_qkv_gradient_underflows% 				 iteration=000220 				 value=0.1542
2026-01-15 23:04:37,739 - INFO - model.model.layers.1.self_attention.layernorm_qkv_gradient_scale_inv_min 				 iteration=000220 				 value=0.0000
2026-01-15 23:04:37,739 - INFO - model.model.layers.1.self_attention.layernorm_qkv_gradient_scale_inv_max 				 iteration=000220 				 value=0.0000
2026-01-15 23:04:37,739 - INFO - model.model.layers.1.self_attention.layernorm_qkv_gradient_mse 				 iteration=000220 				 value=0.0000
2026-01-15 23:04:37,938 - INFO - model.model.layers.1.self_attention.layernorm_qkv_activation_underflows% 				 iteration=000230 				 value=0.0179
2026-01-15 23:04:37,938 - INFO - model.model.layers.1.self_attention.layernorm_qkv_activation_scale_inv_min 				 iteration=000230 				 value=0.0011
2026-01-15 23:04:37,938 - INFO - model.model.layers.1.self_attention.layernorm_qkv_activation_scale_inv_max 				 iteration=000230 				 value=0.0011
2026-01-15 23:04:37,939 - INFO - model.model.layers.1.self_attention.layernorm_qkv_activation_mse 				 iteration=000230 				 value=0.0000
2026-01-15 23:04:37,939 - INFO - model.model.layers.1.self_attention.layernorm_qkv_weight_underflows% 				 iteration=000230 				 value=0.0020
2026-01-15 23:04:37,939 - INFO - model.model.layers.1.self_attention.layernorm_qkv_weight_scale_inv_min 				 iteration=000230 				 value=0.0003
2026-01-15 23:04:37,939 - INFO - model.model.layers.1.self_attention.layernorm_qkv_weight_scale_inv_max 				 iteration=000230 				 value=0.0003
2026-01-15 23:04:37,939 - INFO - model.model.layers.1.self_attention.layernorm_qkv_weight_mse 				 iteration=000230 				 value=0.0000
2026-01-15 23:04:37,939 - INFO - model.model.layers.2.self_attention.layernorm_qkv_activation_underflows% 				 iteration=000230 				 value=0.0078
2026-01-15 23:04:37,939 - INFO - model.model.layers.2.self_attention.layernorm_qkv_activation_scale_inv_min 				 iteration=000230 				 value=0.0014
2026-01-15 23:04:37,939 - INFO - model.model.layers.2.self_attention.layernorm_qkv_activation_scale_inv_max 				 iteration=000230 				 value=0.0014
2026-01-15 23:04:37,939 - INFO - model.model.layers.2.self_attention.layernorm_qkv_activation_mse 				 iteration=000230 				 value=0.0000
2026-01-15 23:04:37,939 - INFO - model.model.layers.2.self_attention.layernorm_qkv_weight_underflows% 				 iteration=000230 				 value=0.0023
2026-01-15 23:04:37,939 - INFO - model.model.layers.2.self_attention.layernorm_qkv_weight_scale_inv_min 				 iteration=000230 				 value=0.0005
2026-01-15 23:04:37,939 - INFO - model.model.layers.2.self_attention.layernorm_qkv_weight_scale_inv_max 				 iteration=000230 				 value=0.0005
2026-01-15 23:04:37,939 - INFO - model.model.layers.2.self_attention.layernorm_qkv_weight_mse 				 iteration=000230 				 value=0.0000
2026-01-15 23:04:37,940 - INFO - model.model.layers.2.self_attention.layernorm_qkv_gradient_underflows% 				 iteration=000230 				 value=0.5738
2026-01-15 23:04:37,940 - INFO - model.model.layers.2.self_attention.layernorm_qkv_gradient_scale_inv_min 				 iteration=000230 				 value=0.0000
2026-01-15 23:04:37,940 - INFO - model.model.layers.2.self_attention.layernorm_qkv_gradient_scale_inv_max 				 iteration=000230 				 value=0.0000
2026-01-15 23:04:37,940 - INFO - model.model.layers.2.self_attention.layernorm_qkv_gradient_mse 				 iteration=000230 				 value=0.0000
2026-01-15 23:04:37,940 - INFO - model.model.layers.1.self_attention.layernorm_qkv_gradient_underflows% 				 iteration=000230 				 value=0.1769
2026-01-15 23:04:37,940 - INFO - model.model.layers.1.self_attention.layernorm_qkv_gradient_scale_inv_min 				 iteration=000230 				 value=0.0000
2026-01-15 23:04:37,940 - INFO - model.model.layers.1.self_attention.layernorm_qkv_gradient_scale_inv_max 				 iteration=000230 				 value=0.0000
2026-01-15 23:04:37,940 - INFO - model.model.layers.1.self_attention.layernorm_qkv_gradient_mse 				 iteration=000230 				 value=0.0000
2026-01-15 23:04:38,438 - INFO - model.model.layers.1.self_attention.layernorm_qkv_activation_underflows% 				 iteration=000240 				 value=0.0356
2026-01-15 23:04:38,438 - INFO - model.model.layers.1.self_attention.layernorm_qkv_activation_scale_inv_min 				 iteration=000240 				 value=0.0011
2026-01-15 23:04:38,438 - INFO - model.model.layers.1.self_attention.layernorm_qkv_activation_scale_inv_max 				 iteration=000240 				 value=0.0011
2026-01-15 23:04:38,438 - INFO - model.model.layers.1.self_attention.layernorm_qkv_activation_mse 				 iteration=000240 				 value=0.0000
2026-01-15 23:04:38,438 - INFO - model.model.layers.1.self_attention.layernorm_qkv_weight_underflows% 				 iteration=000240 				 value=0.0016
2026-01-15 23:04:38,438 - INFO - model.model.layers.1.self_attention.layernorm_qkv_weight_scale_inv_min 				 iteration=000240 				 value=0.0003
2026-01-15 23:04:38,438 - INFO - model.model.layers.1.self_attention.layernorm_qkv_weight_scale_inv_max 				 iteration=000240 				 value=0.0003
2026-01-15 23:04:38,438 - INFO - model.model.layers.1.self_attention.layernorm_qkv_weight_mse 				 iteration=000240 				 value=0.0000
2026-01-15 23:04:38,438 - INFO - model.model.layers.2.self_attention.layernorm_qkv_activation_underflows% 				 iteration=000240 				 value=0.2607
2026-01-15 23:04:38,438 - INFO - model.model.layers.2.self_attention.layernorm_qkv_activation_scale_inv_min 				 iteration=000240 				 value=0.0014
2026-01-15 23:04:38,438 - INFO - model.model.layers.2.self_attention.layernorm_qkv_activation_scale_inv_max 				 iteration=000240 				 value=0.0014
2026-01-15 23:04:38,439 - INFO - model.model.layers.2.self_attention.layernorm_qkv_activation_mse 				 iteration=000240 				 value=0.0000
2026-01-15 23:04:38,439 - INFO - model.model.layers.2.self_attention.layernorm_qkv_weight_underflows% 				 iteration=000240 				 value=0.0018
2026-01-15 23:04:38,439 - INFO - model.model.layers.2.self_attention.layernorm_qkv_weight_scale_inv_min 				 iteration=000240 				 value=0.0005
2026-01-15 23:04:38,439 - INFO - model.model.layers.2.self_attention.layernorm_qkv_weight_scale_inv_max 				 iteration=000240 				 value=0.0005
2026-01-15 23:04:38,439 - INFO - model.model.layers.2.self_attention.layernorm_qkv_weight_mse 				 iteration=000240 				 value=0.0000
2026-01-15 23:04:38,439 - INFO - model.model.layers.2.self_attention.layernorm_qkv_gradient_underflows% 				 iteration=000240 				 value=0.8028
2026-01-15 23:04:38,439 - INFO - model.model.layers.2.self_attention.layernorm_qkv_gradient_scale_inv_min 				 iteration=000240 				 value=0.0000
