2026-01-15 23:06:41,584 - INFO - model.esm.encoder.layers.1.self_attention.layernorm_qkv_activation_underflows% 				 iteration=000000 				 value=4.7781
2026-01-15 23:06:46,684 - INFO - model.esm.encoder.layers.6.self_attention.layernorm_qkv_activation_scale_inv_min 				 iteration=000110 				 value=0.0004
2026-01-15 23:06:46,685 - INFO - model.esm.encoder.layers.6.self_attention.layernorm_qkv_activation_scale_inv_max 				 iteration=000110 				 value=0.0004
2026-01-15 23:06:46,685 - INFO - model.esm.encoder.layers.6.self_attention.layernorm_qkv_activation_mse 				 iteration=000110 				 value=0.0000
2026-01-15 23:06:46,685 - INFO - model.esm.encoder.layers.6.self_attention.layernorm_qkv_weight_underflows% 				 iteration=000110 				 value=0.0007
2026-01-15 23:06:46,685 - INFO - model.esm.encoder.layers.6.self_attention.layernorm_qkv_weight_scale_inv_min 				 iteration=000110 				 value=0.0003
2026-01-15 23:06:46,685 - INFO - model.esm.encoder.layers.6.self_attention.layernorm_qkv_weight_scale_inv_max 				 iteration=000110 				 value=0.0003
2026-01-15 23:06:46,685 - INFO - model.esm.encoder.layers.6.self_attention.layernorm_qkv_weight_mse 				 iteration=000110 				 value=0.0000
2026-01-15 23:06:46,685 - INFO - model.esm.encoder.layers.6.self_attention.layernorm_qkv_gradient_underflows% 				 iteration=000110 				 value=0.0962
2026-01-15 23:06:46,685 - INFO - model.esm.encoder.layers.6.self_attention.layernorm_qkv_gradient_scale_inv_min 				 iteration=000110 				 value=0.0000
2026-01-15 23:06:46,685 - INFO - model.esm.encoder.layers.6.self_attention.layernorm_qkv_gradient_scale_inv_max 				 iteration=000110 				 value=0.0000
2026-01-15 23:06:46,685 - INFO - model.esm.encoder.layers.6.self_attention.layernorm_qkv_gradient_mse 				 iteration=000110 				 value=0.0000
2026-01-15 23:06:46,685 - INFO - model.esm.encoder.layers.5.self_attention.layernorm_qkv_gradient_underflows% 				 iteration=000110 				 value=16.2060
2026-01-15 23:06:46,685 - INFO - model.esm.encoder.layers.5.self_attention.layernorm_qkv_gradient_scale_inv_min 				 iteration=000110 				 value=0.0000
2026-01-15 23:06:46,685 - INFO - model.esm.encoder.layers.5.self_attention.layernorm_qkv_gradient_scale_inv_max 				 iteration=000110 				 value=0.0000
2026-01-15 23:06:46,685 - INFO - model.esm.encoder.layers.5.self_attention.layernorm_qkv_gradient_mse 				 iteration=000110 				 value=0.0000
2026-01-15 23:06:46,685 - INFO - model.esm.encoder.layers.4.self_attention.layernorm_qkv_gradient_underflows% 				 iteration=000110 				 value=10.1821
2026-01-15 23:06:46,686 - INFO - model.esm.encoder.layers.4.self_attention.layernorm_qkv_gradient_scale_inv_min 				 iteration=000110 				 value=0.0000
2026-01-15 23:06:46,686 - INFO - model.esm.encoder.layers.4.self_attention.layernorm_qkv_gradient_scale_inv_max 				 iteration=000110 				 value=0.0000
2026-01-15 23:06:46,686 - INFO - model.esm.encoder.layers.4.self_attention.layernorm_qkv_gradient_mse 				 iteration=000110 				 value=0.0000
2026-01-15 23:06:46,686 - INFO - model.esm.encoder.layers.3.self_attention.layernorm_qkv_gradient_underflows% 				 iteration=000110 				 value=8.1025
2026-01-15 23:06:46,686 - INFO - model.esm.encoder.layers.3.self_attention.layernorm_qkv_gradient_scale_inv_min 				 iteration=000110 				 value=0.0000
2026-01-15 23:06:46,686 - INFO - model.esm.encoder.layers.3.self_attention.layernorm_qkv_gradient_scale_inv_max 				 iteration=000110 				 value=0.0000
2026-01-15 23:06:46,686 - INFO - model.esm.encoder.layers.3.self_attention.layernorm_qkv_gradient_mse 				 iteration=000110 				 value=0.0000
2026-01-15 23:06:46,686 - INFO - model.esm.encoder.layers.2.self_attention.layernorm_qkv_gradient_underflows% 				 iteration=000110 				 value=3.7809
2026-01-15 23:06:46,686 - INFO - model.esm.encoder.layers.2.self_attention.layernorm_qkv_gradient_scale_inv_min 				 iteration=000110 				 value=0.0000
2026-01-15 23:06:46,686 - INFO - model.esm.encoder.layers.2.self_attention.layernorm_qkv_gradient_scale_inv_max 				 iteration=000110 				 value=0.0000
2026-01-15 23:06:46,686 - INFO - model.esm.encoder.layers.2.self_attention.layernorm_qkv_gradient_mse 				 iteration=000110 				 value=0.0000
2026-01-15 23:06:46,686 - INFO - model.esm.encoder.layers.1.self_attention.layernorm_qkv_gradient_underflows% 				 iteration=000110 				 value=0.8155
2026-01-15 23:06:46,686 - INFO - model.esm.encoder.layers.1.self_attention.layernorm_qkv_gradient_scale_inv_min 				 iteration=000110 				 value=0.0000
2026-01-15 23:06:46,686 - INFO - model.esm.encoder.layers.1.self_attention.layernorm_qkv_gradient_scale_inv_max 				 iteration=000110 				 value=0.0000
2026-01-15 23:06:46,686 - INFO - model.esm.encoder.layers.1.self_attention.layernorm_qkv_gradient_mse 				 iteration=000110 				 value=0.0000
2026-01-15 23:06:47,104 - INFO - model.esm.encoder.layers.1.self_attention.layernorm_qkv_activation_underflows% 				 iteration=000120 				 value=0.0029
2026-01-15 23:06:47,104 - INFO - model.esm.encoder.layers.1.self_attention.layernorm_qkv_activation_scale_inv_min 				 iteration=000120 				 value=0.0004
2026-01-15 23:06:47,104 - INFO - model.esm.encoder.layers.1.self_attention.layernorm_qkv_activation_scale_inv_max 				 iteration=000120 				 value=0.0004
2026-01-15 23:06:47,104 - INFO - model.esm.encoder.layers.1.self_attention.layernorm_qkv_activation_mse 				 iteration=000120 				 value=0.0000
2026-01-15 23:06:47,104 - INFO - model.esm.encoder.layers.1.self_attention.layernorm_qkv_weight_underflows% 				 iteration=000120 				 value=0.0007
2026-01-15 23:06:47,104 - INFO - model.esm.encoder.layers.1.self_attention.layernorm_qkv_weight_scale_inv_min 				 iteration=000120 				 value=0.0002
2026-01-15 23:06:47,104 - INFO - model.esm.encoder.layers.1.self_attention.layernorm_qkv_weight_scale_inv_max 				 iteration=000120 				 value=0.0002
2026-01-15 23:06:47,105 - INFO - model.esm.encoder.layers.1.self_attention.layernorm_qkv_weight_mse 				 iteration=000120 				 value=0.0000
2026-01-15 23:06:47,105 - INFO - model.esm.encoder.layers.2.self_attention.layernorm_qkv_activation_underflows% 				 iteration=000120 				 value=0.0000
2026-01-15 23:06:47,105 - INFO - model.esm.encoder.layers.2.self_attention.layernorm_qkv_activation_scale_inv_min 				 iteration=000120 				 value=0.0003
2026-01-15 23:06:47,105 - INFO - model.esm.encoder.layers.2.self_attention.layernorm_qkv_activation_scale_inv_max 				 iteration=000120 				 value=0.0003
2026-01-15 23:06:47,105 - INFO - model.esm.encoder.layers.2.self_attention.layernorm_qkv_activation_mse 				 iteration=000120 				 value=0.0000
2026-01-15 23:06:47,105 - INFO - model.esm.encoder.layers.2.self_attention.layernorm_qkv_weight_underflows% 				 iteration=000120 				 value=0.0013
2026-01-15 23:06:47,105 - INFO - model.esm.encoder.layers.2.self_attention.layernorm_qkv_weight_scale_inv_min 				 iteration=000120 				 value=0.0003
2026-01-15 23:06:47,105 - INFO - model.esm.encoder.layers.2.self_attention.layernorm_qkv_weight_scale_inv_max 				 iteration=000120 				 value=0.0003
2026-01-15 23:06:47,105 - INFO - model.esm.encoder.layers.2.self_attention.layernorm_qkv_weight_mse 				 iteration=000120 				 value=0.0000
2026-01-15 23:06:47,105 - INFO - model.esm.encoder.layers.3.self_attention.layernorm_qkv_activation_underflows% 				 iteration=000120 				 value=0.0000
2026-01-15 23:06:47,105 - INFO - model.esm.encoder.layers.3.self_attention.layernorm_qkv_activation_scale_inv_min 				 iteration=000120 				 value=0.0004
2026-01-15 23:06:47,105 - INFO - model.esm.encoder.layers.3.self_attention.layernorm_qkv_activation_scale_inv_max 				 iteration=000120 				 value=0.0004
2026-01-15 23:06:47,105 - INFO - model.esm.encoder.layers.3.self_attention.layernorm_qkv_activation_mse 				 iteration=000120 				 value=0.0000
2026-01-15 23:06:47,105 - INFO - model.esm.encoder.layers.3.self_attention.layernorm_qkv_weight_underflows% 				 iteration=000120 				 value=0.0023
2026-01-15 23:06:47,106 - INFO - model.esm.encoder.layers.3.self_attention.layernorm_qkv_weight_scale_inv_min 				 iteration=000120 				 value=0.0002
2026-01-15 23:06:47,106 - INFO - model.esm.encoder.layers.3.self_attention.layernorm_qkv_weight_scale_inv_max 				 iteration=000120 				 value=0.0002
2026-01-15 23:06:47,106 - INFO - model.esm.encoder.layers.3.self_attention.layernorm_qkv_weight_mse 				 iteration=000120 				 value=0.0000
2026-01-15 23:06:47,106 - INFO - model.esm.encoder.layers.4.self_attention.layernorm_qkv_activation_underflows% 				 iteration=000120 				 value=0.0000
2026-01-15 23:06:47,106 - INFO - model.esm.encoder.layers.4.self_attention.layernorm_qkv_activation_scale_inv_min 				 iteration=000120 				 value=0.0004
2026-01-15 23:06:47,106 - INFO - model.esm.encoder.layers.4.self_attention.layernorm_qkv_activation_scale_inv_max 				 iteration=000120 				 value=0.0004
2026-01-15 23:06:47,106 - INFO - model.esm.encoder.layers.4.self_attention.layernorm_qkv_activation_mse 				 iteration=000120 				 value=0.0000
2026-01-15 23:06:47,106 - INFO - model.esm.encoder.layers.4.self_attention.layernorm_qkv_weight_underflows% 				 iteration=000120 				 value=0.0007
2026-01-15 23:06:47,106 - INFO - model.esm.encoder.layers.4.self_attention.layernorm_qkv_weight_scale_inv_min 				 iteration=000120 				 value=0.0002
2026-01-15 23:06:47,106 - INFO - model.esm.encoder.layers.4.self_attention.layernorm_qkv_weight_scale_inv_max 				 iteration=000120 				 value=0.0002
2026-01-15 23:06:47,106 - INFO - model.esm.encoder.layers.4.self_attention.layernorm_qkv_weight_mse 				 iteration=000120 				 value=0.0000
2026-01-15 23:06:47,106 - INFO - model.esm.encoder.layers.5.self_attention.layernorm_qkv_activation_underflows% 				 iteration=000120 				 value=0.0032
2026-01-15 23:06:47,106 - INFO - model.esm.encoder.layers.5.self_attention.layernorm_qkv_activation_scale_inv_min 				 iteration=000120 				 value=0.0004
2026-01-15 23:06:47,106 - INFO - model.esm.encoder.layers.5.self_attention.layernorm_qkv_activation_scale_inv_max 				 iteration=000120 				 value=0.0004
2026-01-15 23:06:47,106 - INFO - model.esm.encoder.layers.5.self_attention.layernorm_qkv_activation_mse 				 iteration=000120 				 value=0.0000
2026-01-15 23:06:47,107 - INFO - model.esm.encoder.layers.5.self_attention.layernorm_qkv_weight_underflows% 				 iteration=000120 				 value=0.0016
2026-01-15 23:06:47,107 - INFO - model.esm.encoder.layers.5.self_attention.layernorm_qkv_weight_scale_inv_min 				 iteration=000120 				 value=0.0002
2026-01-15 23:06:47,107 - INFO - model.esm.encoder.layers.5.self_attention.layernorm_qkv_weight_scale_inv_max 				 iteration=000120 				 value=0.0002
2026-01-15 23:06:47,107 - INFO - model.esm.encoder.layers.5.self_attention.layernorm_qkv_weight_mse 				 iteration=000120 				 value=0.0000
2026-01-15 23:06:47,107 - INFO - model.esm.encoder.layers.6.self_attention.layernorm_qkv_activation_underflows% 				 iteration=000120 				 value=0.0082
2026-01-15 23:06:47,107 - INFO - model.esm.encoder.layers.6.self_attention.layernorm_qkv_activation_scale_inv_min 				 iteration=000120 				 value=0.0004
2026-01-15 23:06:47,107 - INFO - model.esm.encoder.layers.6.self_attention.layernorm_qkv_activation_scale_inv_max 				 iteration=000120 				 value=0.0004
2026-01-15 23:06:47,107 - INFO - model.esm.encoder.layers.6.self_attention.layernorm_qkv_activation_mse 				 iteration=000120 				 value=0.0000
2026-01-15 23:06:47,107 - INFO - model.esm.encoder.layers.6.self_attention.layernorm_qkv_weight_underflows% 				 iteration=000120 				 value=0.0013
2026-01-15 23:06:47,107 - INFO - model.esm.encoder.layers.6.self_attention.layernorm_qkv_weight_scale_inv_min 				 iteration=000120 				 value=0.0003
2026-01-15 23:06:47,107 - INFO - model.esm.encoder.layers.6.self_attention.layernorm_qkv_weight_scale_inv_max 				 iteration=000120 				 value=0.0003
2026-01-15 23:06:47,107 - INFO - model.esm.encoder.layers.6.self_attention.layernorm_qkv_weight_mse 				 iteration=000120 				 value=0.0000
2026-01-15 23:06:47,107 - INFO - model.esm.encoder.layers.6.self_attention.layernorm_qkv_gradient_underflows% 				 iteration=000120 				 value=0.0378
2026-01-15 23:06:47,107 - INFO - model.esm.encoder.layers.6.self_attention.layernorm_qkv_gradient_scale_inv_min 				 iteration=000120 				 value=0.0000
2026-01-15 23:06:47,107 - INFO - model.esm.encoder.layers.6.self_attention.layernorm_qkv_gradient_scale_inv_max 				 iteration=000120 				 value=0.0000
2026-01-15 23:06:47,107 - INFO - model.esm.encoder.layers.6.self_attention.layernorm_qkv_gradient_mse 				 iteration=000120 				 value=0.0000
2026-01-15 23:06:47,108 - INFO - model.esm.encoder.layers.5.self_attention.layernorm_qkv_gradient_underflows% 				 iteration=000120 				 value=9.7460
2026-01-15 23:06:47,108 - INFO - model.esm.encoder.layers.5.self_attention.layernorm_qkv_gradient_scale_inv_min 				 iteration=000120 				 value=0.0000
2026-01-15 23:06:47,108 - INFO - model.esm.encoder.layers.5.self_attention.layernorm_qkv_gradient_scale_inv_max 				 iteration=000120 				 value=0.0000
2026-01-15 23:06:47,108 - INFO - model.esm.encoder.layers.5.self_attention.layernorm_qkv_gradient_mse 				 iteration=000120 				 value=0.0000
2026-01-15 23:06:47,108 - INFO - model.esm.encoder.layers.4.self_attention.layernorm_qkv_gradient_underflows% 				 iteration=000120 				 value=4.8610
2026-01-15 23:06:47,108 - INFO - model.esm.encoder.layers.4.self_attention.layernorm_qkv_gradient_scale_inv_min 				 iteration=000120 				 value=0.0000
2026-01-15 23:06:47,108 - INFO - model.esm.encoder.layers.4.self_attention.layernorm_qkv_gradient_scale_inv_max 				 iteration=000120 				 value=0.0000
2026-01-15 23:06:47,108 - INFO - model.esm.encoder.layers.4.self_attention.layernorm_qkv_gradient_mse 				 iteration=000120 				 value=0.0000
2026-01-15 23:06:47,108 - INFO - model.esm.encoder.layers.3.self_attention.layernorm_qkv_gradient_underflows% 				 iteration=000120 				 value=2.4029
2026-01-15 23:06:47,108 - INFO - model.esm.encoder.layers.3.self_attention.layernorm_qkv_gradient_scale_inv_min 				 iteration=000120 				 value=0.0000
2026-01-15 23:06:47,108 - INFO - model.esm.encoder.layers.3.self_attention.layernorm_qkv_gradient_scale_inv_max 				 iteration=000120 				 value=0.0000
2026-01-15 23:06:47,108 - INFO - model.esm.encoder.layers.3.self_attention.layernorm_qkv_gradient_mse 				 iteration=000120 				 value=0.0000
2026-01-15 23:06:47,108 - INFO - model.esm.encoder.layers.2.self_attention.layernorm_qkv_gradient_underflows% 				 iteration=000120 				 value=1.1252
2026-01-15 23:06:47,108 - INFO - model.esm.encoder.layers.2.self_attention.layernorm_qkv_gradient_scale_inv_min 				 iteration=000120 				 value=0.0000
2026-01-15 23:06:47,108 - INFO - model.esm.encoder.layers.2.self_attention.layernorm_qkv_gradient_scale_inv_max 				 iteration=000120 				 value=0.0000
2026-01-15 23:06:47,108 - INFO - model.esm.encoder.layers.2.self_attention.layernorm_qkv_gradient_mse 				 iteration=000120 				 value=0.0000
2026-01-15 23:06:47,109 - INFO - model.esm.encoder.layers.1.self_attention.layernorm_qkv_gradient_underflows% 				 iteration=000120 				 value=0.2534
2026-01-15 23:06:47,109 - INFO - model.esm.encoder.layers.1.self_attention.layernorm_qkv_gradient_scale_inv_min 				 iteration=000120 				 value=0.0000
2026-01-15 23:06:47,109 - INFO - model.esm.encoder.layers.1.self_attention.layernorm_qkv_gradient_scale_inv_max 				 iteration=000120 				 value=0.0000
2026-01-15 23:06:47,109 - INFO - model.esm.encoder.layers.1.self_attention.layernorm_qkv_gradient_mse 				 iteration=000120 				 value=0.0000
2026-01-15 23:06:47,515 - INFO - model.esm.encoder.layers.1.self_attention.layernorm_qkv_activation_underflows% 				 iteration=000130 				 value=0.0000
2026-01-15 23:06:47,515 - INFO - model.esm.encoder.layers.1.self_attention.layernorm_qkv_activation_scale_inv_min 				 iteration=000130 				 value=0.0004
2026-01-15 23:06:47,515 - INFO - model.esm.encoder.layers.1.self_attention.layernorm_qkv_activation_scale_inv_max 				 iteration=000130 				 value=0.0004
2026-01-15 23:06:47,516 - INFO - model.esm.encoder.layers.1.self_attention.layernorm_qkv_activation_mse 				 iteration=000130 				 value=0.0000
2026-01-15 23:06:47,516 - INFO - model.esm.encoder.layers.1.self_attention.layernorm_qkv_weight_underflows% 				 iteration=000130 				 value=0.0007
2026-01-15 23:06:47,516 - INFO - model.esm.encoder.layers.1.self_attention.layernorm_qkv_weight_scale_inv_min 				 iteration=000130 				 value=0.0002
2026-01-15 23:06:47,516 - INFO - model.esm.encoder.layers.1.self_attention.layernorm_qkv_weight_scale_inv_max 				 iteration=000130 				 value=0.0002
2026-01-15 23:06:47,516 - INFO - model.esm.encoder.layers.1.self_attention.layernorm_qkv_weight_mse 				 iteration=000130 				 value=0.0000
2026-01-15 23:06:47,516 - INFO - model.esm.encoder.layers.2.self_attention.layernorm_qkv_activation_underflows% 				 iteration=000130 				 value=0.0000
2026-01-15 23:06:47,516 - INFO - model.esm.encoder.layers.2.self_attention.layernorm_qkv_activation_scale_inv_min 				 iteration=000130 				 value=0.0003
2026-01-15 23:06:47,516 - INFO - model.esm.encoder.layers.2.self_attention.layernorm_qkv_activation_scale_inv_max 				 iteration=000130 				 value=0.0003
2026-01-15 23:06:47,516 - INFO - model.esm.encoder.layers.2.self_attention.layernorm_qkv_activation_mse 				 iteration=000130 				 value=0.0000
2026-01-15 23:06:47,516 - INFO - model.esm.encoder.layers.2.self_attention.layernorm_qkv_weight_underflows% 				 iteration=000130 				 value=0.0013
2026-01-15 23:06:47,516 - INFO - model.esm.encoder.layers.2.self_attention.layernorm_qkv_weight_scale_inv_min 				 iteration=000130 				 value=0.0003
2026-01-15 23:06:47,516 - INFO - model.esm.encoder.layers.2.self_attention.layernorm_qkv_weight_scale_inv_max 				 iteration=000130 				 value=0.0003
2026-01-15 23:06:47,516 - INFO - model.esm.encoder.layers.2.self_attention.layernorm_qkv_weight_mse 				 iteration=000130 				 value=0.0000
2026-01-15 23:06:47,516 - INFO - model.esm.encoder.layers.3.self_attention.layernorm_qkv_activation_underflows% 				 iteration=000130 				 value=0.0000
2026-01-15 23:06:47,516 - INFO - model.esm.encoder.layers.3.self_attention.layernorm_qkv_activation_scale_inv_min 				 iteration=000130 				 value=0.0004
2026-01-15 23:06:47,517 - INFO - model.esm.encoder.layers.3.self_attention.layernorm_qkv_activation_scale_inv_max 				 iteration=000130 				 value=0.0004
2026-01-15 23:06:47,517 - INFO - model.esm.encoder.layers.3.self_attention.layernorm_qkv_activation_mse 				 iteration=000130 				 value=0.0000
2026-01-15 23:06:47,517 - INFO - model.esm.encoder.layers.3.self_attention.layernorm_qkv_weight_underflows% 				 iteration=000130 				 value=0.0007
2026-01-15 23:06:47,517 - INFO - model.esm.encoder.layers.3.self_attention.layernorm_qkv_weight_scale_inv_min 				 iteration=000130 				 value=0.0002
2026-01-15 23:06:47,517 - INFO - model.esm.encoder.layers.3.self_attention.layernorm_qkv_weight_scale_inv_max 				 iteration=000130 				 value=0.0002
2026-01-15 23:06:47,517 - INFO - model.esm.encoder.layers.3.self_attention.layernorm_qkv_weight_mse 				 iteration=000130 				 value=0.0000
2026-01-15 23:06:47,517 - INFO - model.esm.encoder.layers.4.self_attention.layernorm_qkv_activation_underflows% 				 iteration=000130 				 value=0.0000
2026-01-15 23:06:47,517 - INFO - model.esm.encoder.layers.4.self_attention.layernorm_qkv_activation_scale_inv_min 				 iteration=000130 				 value=0.0004
2026-01-15 23:06:47,517 - INFO - model.esm.encoder.layers.4.self_attention.layernorm_qkv_activation_scale_inv_max 				 iteration=000130 				 value=0.0004
2026-01-15 23:06:47,517 - INFO - model.esm.encoder.layers.4.self_attention.layernorm_qkv_activation_mse 				 iteration=000130 				 value=0.0000
2026-01-15 23:06:47,517 - INFO - model.esm.encoder.layers.4.self_attention.layernorm_qkv_weight_underflows% 				 iteration=000130 				 value=0.0007
2026-01-15 23:06:47,517 - INFO - model.esm.encoder.layers.4.self_attention.layernorm_qkv_weight_scale_inv_min 				 iteration=000130 				 value=0.0002
2026-01-15 23:06:47,517 - INFO - model.esm.encoder.layers.4.self_attention.layernorm_qkv_weight_scale_inv_max 				 iteration=000130 				 value=0.0002
2026-01-15 23:06:47,517 - INFO - model.esm.encoder.layers.4.self_attention.layernorm_qkv_weight_mse 				 iteration=000130 				 value=0.0000
2026-01-15 23:06:47,517 - INFO - model.esm.encoder.layers.5.self_attention.layernorm_qkv_activation_underflows% 				 iteration=000130 				 value=0.0009
2026-01-15 23:06:47,518 - INFO - model.esm.encoder.layers.5.self_attention.layernorm_qkv_activation_scale_inv_min 				 iteration=000130 				 value=0.0004
2026-01-15 23:06:47,518 - INFO - model.esm.encoder.layers.5.self_attention.layernorm_qkv_activation_scale_inv_max 				 iteration=000130 				 value=0.0004
2026-01-15 23:06:47,518 - INFO - model.esm.encoder.layers.5.self_attention.layernorm_qkv_activation_mse 				 iteration=000130 				 value=0.0000
2026-01-15 23:06:47,518 - INFO - model.esm.encoder.layers.5.self_attention.layernorm_qkv_weight_underflows% 				 iteration=000130 				 value=0.0010
2026-01-15 23:06:47,518 - INFO - model.esm.encoder.layers.5.self_attention.layernorm_qkv_weight_scale_inv_min 				 iteration=000130 				 value=0.0002
2026-01-15 23:06:47,518 - INFO - model.esm.encoder.layers.5.self_attention.layernorm_qkv_weight_scale_inv_max 				 iteration=000130 				 value=0.0002
2026-01-15 23:06:47,518 - INFO - model.esm.encoder.layers.5.self_attention.layernorm_qkv_weight_mse 				 iteration=000130 				 value=0.0000
2026-01-15 23:06:47,518 - INFO - model.esm.encoder.layers.6.self_attention.layernorm_qkv_activation_underflows% 				 iteration=000130 				 value=0.0002
2026-01-15 23:06:47,518 - INFO - model.esm.encoder.layers.6.self_attention.layernorm_qkv_activation_scale_inv_min 				 iteration=000130 				 value=0.0004
2026-01-15 23:06:47,518 - INFO - model.esm.encoder.layers.6.self_attention.layernorm_qkv_activation_scale_inv_max 				 iteration=000130 				 value=0.0004
2026-01-15 23:06:47,518 - INFO - model.esm.encoder.layers.6.self_attention.layernorm_qkv_activation_mse 				 iteration=000130 				 value=0.0000
2026-01-15 23:06:47,518 - INFO - model.esm.encoder.layers.6.self_attention.layernorm_qkv_weight_underflows% 				 iteration=000130 				 value=0.0013
2026-01-15 23:06:47,518 - INFO - model.esm.encoder.layers.6.self_attention.layernorm_qkv_weight_scale_inv_min 				 iteration=000130 				 value=0.0003
2026-01-15 23:06:47,518 - INFO - model.esm.encoder.layers.6.self_attention.layernorm_qkv_weight_scale_inv_max 				 iteration=000130 				 value=0.0003
2026-01-15 23:06:47,518 - INFO - model.esm.encoder.layers.6.self_attention.layernorm_qkv_weight_mse 				 iteration=000130 				 value=0.0000
2026-01-15 23:06:47,519 - INFO - model.esm.encoder.layers.6.self_attention.layernorm_qkv_gradient_underflows% 				 iteration=000130 				 value=0.0033
2026-01-15 23:06:47,519 - INFO - model.esm.encoder.layers.6.self_attention.layernorm_qkv_gradient_scale_inv_min 				 iteration=000130 				 value=0.0000
2026-01-15 23:06:47,519 - INFO - model.esm.encoder.layers.6.self_attention.layernorm_qkv_gradient_scale_inv_max 				 iteration=000130 				 value=0.0000
2026-01-15 23:06:47,519 - INFO - model.esm.encoder.layers.6.self_attention.layernorm_qkv_gradient_mse 				 iteration=000130 				 value=0.0000
2026-01-15 23:06:47,519 - INFO - model.esm.encoder.layers.5.self_attention.layernorm_qkv_gradient_underflows% 				 iteration=000130 				 value=1.5838
2026-01-15 23:06:47,519 - INFO - model.esm.encoder.layers.5.self_attention.layernorm_qkv_gradient_scale_inv_min 				 iteration=000130 				 value=0.0000
2026-01-15 23:06:47,519 - INFO - model.esm.encoder.layers.5.self_attention.layernorm_qkv_gradient_scale_inv_max 				 iteration=000130 				 value=0.0000
2026-01-15 23:06:47,519 - INFO - model.esm.encoder.layers.5.self_attention.layernorm_qkv_gradient_mse 				 iteration=000130 				 value=0.0000
2026-01-15 23:06:47,519 - INFO - model.esm.encoder.layers.4.self_attention.layernorm_qkv_gradient_underflows% 				 iteration=000130 				 value=0.5374
2026-01-15 23:06:47,519 - INFO - model.esm.encoder.layers.4.self_attention.layernorm_qkv_gradient_scale_inv_min 				 iteration=000130 				 value=0.0000
2026-01-15 23:06:47,519 - INFO - model.esm.encoder.layers.4.self_attention.layernorm_qkv_gradient_scale_inv_max 				 iteration=000130 				 value=0.0000
2026-01-15 23:06:47,519 - INFO - model.esm.encoder.layers.4.self_attention.layernorm_qkv_gradient_mse 				 iteration=000130 				 value=0.0000
2026-01-15 23:06:47,519 - INFO - model.esm.encoder.layers.3.self_attention.layernorm_qkv_gradient_underflows% 				 iteration=000130 				 value=0.2983
2026-01-15 23:06:47,519 - INFO - model.esm.encoder.layers.3.self_attention.layernorm_qkv_gradient_scale_inv_min 				 iteration=000130 				 value=0.0000
2026-01-15 23:06:47,519 - INFO - model.esm.encoder.layers.3.self_attention.layernorm_qkv_gradient_scale_inv_max 				 iteration=000130 				 value=0.0000
2026-01-15 23:06:47,519 - INFO - model.esm.encoder.layers.3.self_attention.layernorm_qkv_gradient_mse 				 iteration=000130 				 value=0.0000
2026-01-15 23:06:47,520 - INFO - model.esm.encoder.layers.2.self_attention.layernorm_qkv_gradient_underflows% 				 iteration=000130 				 value=0.0922
2026-01-15 23:06:47,520 - INFO - model.esm.encoder.layers.2.self_attention.layernorm_qkv_gradient_scale_inv_min 				 iteration=000130 				 value=0.0000
2026-01-15 23:06:47,520 - INFO - model.esm.encoder.layers.2.self_attention.layernorm_qkv_gradient_scale_inv_max 				 iteration=000130 				 value=0.0000
2026-01-15 23:06:47,520 - INFO - model.esm.encoder.layers.2.self_attention.layernorm_qkv_gradient_mse 				 iteration=000130 				 value=0.0000
2026-01-15 23:06:47,520 - INFO - model.esm.encoder.layers.1.self_attention.layernorm_qkv_gradient_underflows% 				 iteration=000130 				 value=0.0196
2026-01-15 23:06:47,520 - INFO - model.esm.encoder.layers.1.self_attention.layernorm_qkv_gradient_scale_inv_min 				 iteration=000130 				 value=0.0000
2026-01-15 23:06:47,520 - INFO - model.esm.encoder.layers.1.self_attention.layernorm_qkv_gradient_scale_inv_max 				 iteration=000130 				 value=0.0000
2026-01-15 23:06:47,520 - INFO - model.esm.encoder.layers.1.self_attention.layernorm_qkv_gradient_mse 				 iteration=000130 				 value=0.0000
2026-01-15 23:06:47,952 - INFO - model.esm.encoder.layers.1.self_attention.layernorm_qkv_activation_underflows% 				 iteration=000140 				 value=0.0006
2026-01-15 23:06:47,953 - INFO - model.esm.encoder.layers.1.self_attention.layernorm_qkv_activation_scale_inv_min 				 iteration=000140 				 value=0.0004
2026-01-15 23:06:47,953 - INFO - model.esm.encoder.layers.1.self_attention.layernorm_qkv_activation_scale_inv_max 				 iteration=000140 				 value=0.0004
2026-01-15 23:06:47,953 - INFO - model.esm.encoder.layers.1.self_attention.layernorm_qkv_activation_mse 				 iteration=000140 				 value=0.0000
2026-01-15 23:06:47,953 - INFO - model.esm.encoder.layers.1.self_attention.layernorm_qkv_weight_underflows% 				 iteration=000140 				 value=0.0013
2026-01-15 23:06:47,953 - INFO - model.esm.encoder.layers.1.self_attention.layernorm_qkv_weight_scale_inv_min 				 iteration=000140 				 value=0.0002
2026-01-15 23:06:47,953 - INFO - model.esm.encoder.layers.1.self_attention.layernorm_qkv_weight_scale_inv_max 				 iteration=000140 				 value=0.0002
2026-01-15 23:06:47,953 - INFO - model.esm.encoder.layers.1.self_attention.layernorm_qkv_weight_mse 				 iteration=000140 				 value=0.0000
2026-01-15 23:06:47,953 - INFO - model.esm.encoder.layers.2.self_attention.layernorm_qkv_activation_underflows% 				 iteration=000140 				 value=0.0000
